ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,Sex,Education,Old_Jobs
1906,0.43,0.49,2,131,3,0,1,0,RandD,high,,4,3
1907,0.2,0.5,5,135,6,0,1,0,RandD,low,,4,3
1908,0.81,0.92,5,239,5,0,1,0,RandD,medium,,4,3
1909,0.83,0.85,5,237,5,0,1,0,marketing,medium,,4,3
1910,0.14,0.75,4,277,5,1,1,0,sales,medium,,4,3
1911,0.1,0.84,5,303,5,0,1,0,accounting,medium,,4,3
1912,0.91,0.98,4,242,6,0,1,0,support,low,,4,3
1913,0.37,0.57,2,158,3,0,1,0,technical,low,,4,3
1914,0.42,0.57,2,147,3,1,1,0,management,low,,4,3
1915,0.39,0.68,2,282,5,0,1,0,marketing,low,,4,3
1916,0.39,0.54,2,154,3,0,1,0,marketing,low,,4,3
1917,0.44,0.52,2,149,3,0,1,0,marketing,low,,4,3
1918,0.37,0.45,2,149,3,0,1,0,sales,low,,4,3
1919,0.39,0.53,2,146,3,0,1,0,sales,low,,4,3
1920,0.72,0.94,4,258,5,0,1,0,sales,low,,4,3
1921,0.37,0.49,2,148,3,0,1,0,sales,low,,4,3
1922,0.82,0.94,5,236,5,0,1,0,sales,low,,4,3
1923,0.42,0.52,2,134,3,0,1,0,sales,low,,4,3
1924,0.59,1,2,155,5,0,1,0,sales,low,,4,3
1925,0.82,0.86,5,257,5,0,1,0,sales,low,,4,3
1926,0.73,0.97,6,189,2,0,1,0,sales,low,,4,3
1927,0.78,0.66,3,164,3,0,1,0,sales,low,,4,3
1928,0.09,0.95,6,271,4,0,1,0,sales,low,,4,3
1929,0.1,0.97,6,280,4,0,1,0,sales,low,,4,3
1930,0.45,0.46,2,149,3,0,1,0,sales,low,,4,3
1931,0.83,0.81,5,219,5,0,1,0,sales,low,,4,3
1932,0.43,0.51,2,128,3,0,1,0,sales,low,,4,3
1933,0.4,0.47,2,128,3,0,1,0,sales,medium,,4,3
1934,0.43,0.46,2,157,3,0,1,0,sales,medium,,4,3
1935,0.78,0.93,4,225,5,0,1,0,sales,medium,,4,3
1936,0.39,0.45,2,140,3,0,1,0,sales,medium,,4,3
1937,0.11,0.97,6,310,4,0,1,0,accounting,medium,,4,3
1938,0.36,0.52,2,143,3,0,1,0,accounting,medium,,4,3
1939,0.36,0.54,2,153,3,0,1,0,accounting,medium,,4,3
1940,0.1,0.79,7,310,4,0,1,0,hr,medium,,4,3
1941,0.4,0.47,2,136,3,0,1,0,hr,medium,,4,3
1942,0.81,0.85,4,251,6,0,1,0,hr,medium,,4,3
1943,0.4,0.47,2,144,3,0,1,0,hr,medium,,4,3
1944,0.09,0.93,6,296,4,0,1,0,technical,medium,,4,3
1945,0.76,0.89,5,238,5,0,1,0,technical,high,,4,3
1946,0.73,0.93,5,162,4,0,1,0,technical,low,,4,3
1947,0.38,0.49,2,137,3,0,1,0,technical,medium,,4,3
1948,0.72,0.84,5,257,5,0,1,0,technical,medium,,4,3
1949,0.4,0.56,2,148,3,0,1,0,technical,medium,,4,3
1950,0.91,0.99,5,254,5,0,1,0,technical,medium,,4,3
1951,0.85,0.85,4,247,6,0,1,0,technical,low,,4,3
1952,0.9,0.7,5,206,4,0,1,0,technical,low,,4,3
1953,0.46,0.55,2,145,3,0,1,0,technical,low,,4,3
1954,0.43,0.57,2,159,3,1,1,0,technical,low,,4,3
1955,0.89,0.88,5,228,5,1,1,0,support,low,,4,3
1956,0.09,0.81,6,257,4,0,1,0,support,low,,4,3
1957,0.4,0.48,2,155,3,0,1,0,support,low,,4,3
1958,0.76,0.83,6,293,6,0,1,0,support,low,,4,3
1959,0.4,0.57,2,151,3,0,1,0,support,low,,4,3
1960,0.37,0.48,2,160,3,0,1,0,support,low,,4,3
1961,0.37,0.53,2,143,3,0,1,0,support,low,,4,3
1962,0.11,0.96,6,280,4,0,1,0,support,low,,4,3
1963,0.37,0.52,2,158,3,0,1,0,support,low,,4,3
1964,0.09,0.89,7,310,4,0,1,0,support,low,,4,3
1965,0.88,0.86,5,258,5,0,1,0,support,low,,4,3
1966,0.84,0.94,5,262,5,0,1,0,technical,low,,4,3
1967,0.1,0.98,6,265,4,0,1,0,technical,low,,4,3
1968,0.41,0.47,2,143,3,1,1,0,technical,low,,4,3
1969,0.84,0.91,5,232,6,0,1,0,management,low,,4,3
1970,0.41,0.55,2,161,3,0,1,0,IT,low,,4,3
1971,0.53,0.76,5,132,6,0,1,0,IT,low,,4,3
1972,0.42,0.47,2,139,3,1,1,0,IT,medium,,4,3
1973,0.36,0.5,2,131,3,0,1,0,IT,medium,,4,3
1974,0.38,0.52,2,161,3,0,1,0,IT,medium,,4,3
1975,0.36,0.48,2,152,3,0,1,0,product_mng,medium,,4,3
1976,0.46,0.54,2,138,3,0,1,0,product_mng,medium,,4,3
1977,0.37,0.47,2,159,3,1,1,0,product_mng,medium,,4,3
1978,0.42,0.49,2,153,3,0,1,0,product_mng,medium,,4,3
1979,0.44,0.56,2,156,3,0,1,0,IT,medium,,4,3
1980,0.92,0.82,5,265,5,0,1,0,RandD,medium,,4,3
1981,0.1,0.79,6,301,5,0,1,0,RandD,medium,,4,3
1982,0.76,1,4,220,6,0,1,0,RandD,medium,,4,3
1983,0.11,0.79,6,247,4,0,1,0,RandD,medium,,4,3
1984,0.43,0.48,2,136,3,0,1,0,RandD,high,,4,3
1985,0.4,0.49,2,160,3,0,1,0,marketing,low,,4,3
1986,0.11,0.84,7,310,4,0,1,0,sales,medium,,4,3
1987,0.84,0.82,5,240,5,0,1,0,accounting,medium,,4,3
1988,0.84,0.84,5,238,5,0,1,0,support,medium,,4,3
1989,0.51,0.6,7,243,5,0,1,0,technical,medium,,4,3
1990,0.66,0.91,5,248,4,0,1,0,management,low,,4,3
1991,0.42,0.56,2,137,3,0,1,0,marketing,low,,4,3
1992,0.38,0.49,2,155,3,0,1,0,marketing,low,,4,3
1993,0.15,0.63,7,229,3,0,1,0,marketing,low,,4,3
1994,0.38,0.53,2,140,3,0,1,0,sales,low,,4,3
1995,0.43,0.54,2,156,3,0,1,0,sales,low,,4,3
1996,0.37,0.57,2,147,3,0,1,0,sales,low,,4,3
1997,0.11,0.92,7,293,4,0,1,0,sales,low,,4,3
1998,0.41,0.53,2,157,3,0,1,0,sales,low,,4,3
1999,0.84,0.96,4,247,5,0,1,0,sales,low,,4,3
2000,0.4,0.51,2,148,3,0,1,0,sales,low,,4,3
2001,0.58,0.74,4,215,3,0,0,0,sales,low,,4,3
2002,0.82,0.67,2,202,3,0,0,0,sales,low,,4,3
2003,0.45,0.69,5,193,3,0,0,0,sales,low,,4,3
2004,0.78,0.82,5,247,3,0,0,0,sales,low,,4,3
2005,0.49,0.6,3,214,2,0,0,0,sales,low,,4,3
2006,0.36,0.95,3,206,4,0,0,0,sales,low,,4,3
2007,0.54,0.37,2,176,2,0,0,0,sales,low,,4,3
2008,0.99,0.91,5,136,4,0,0,0,sales,low,,4,3
2009,0.5,0.75,6,127,3,0,0,0,sales,low,,4,3
2010,0.74,0.64,4,268,3,0,0,0,sales,low,,4,3
2011,0.56,0.58,4,258,3,0,0,0,sales,medium,,4,3
2012,0.34,0.39,2,136,3,0,0,0,sales,medium,,4,3
2013,0.48,0.94,5,255,6,0,0,0,accounting,medium,,4,3
2014,0.73,0.62,3,218,3,0,0,0,accounting,medium,,4,3
2015,0.59,0.87,3,268,4,0,0,0,accounting,medium,,4,3
2016,0.81,0.57,3,224,2,0,0,0,hr,medium,,4,3
2017,0.9,0.66,3,231,3,0,0,0,hr,medium,,4,3
2018,0.41,0.84,6,191,6,0,0,0,hr,medium,,4,3
2019,0.89,0.92,4,165,5,0,0,0,hr,medium,,4,3
2020,0.48,0.84,4,252,3,0,0,0,technical,medium,,4,3
2021,0.79,0.97,5,266,2,0,0,0,technical,medium,,4,3
2022,0.98,0.66,5,248,3,0,0,0,technical,medium,,4,3
2023,0.75,0.7,4,144,4,0,0,0,technical,high,,4,3
2024,1,0.41,4,174,3,0,0,0,technical,low,,4,3
2025,0.24,0.82,5,179,6,0,0,0,technical,medium,,4,3
2026,0.84,0.43,6,246,4,0,0,0,technical,medium,,4,3
2027,0.56,0.86,4,201,3,1,0,0,technical,medium,,4,3
2028,0.92,0.93,4,208,3,0,0,0,technical,medium,,4,3
2029,0.61,0.98,3,267,3,0,0,0,technical,low,,4,3
2030,0.84,0.77,4,262,4,0,0,0,technical,low,,4,3
2031,0.85,0.59,3,235,3,0,0,0,support,low,,4,3
2032,0.67,0.57,2,160,4,0,0,0,support,low,,4,3
2033,0.54,0.94,4,267,4,0,0,0,support,low,,4,3
2034,0.75,0.56,5,175,4,0,0,0,support,low,,4,3
2035,0.82,0.79,4,224,2,0,0,0,support,low,,4,3
2036,0.76,0.6,4,177,2,0,0,0,support,low,,4,3
2037,0.19,0.53,6,191,4,0,0,0,support,low,,4,3
2038,0.61,0.41,3,138,3,0,0,0,support,low,,4,3
2039,0.51,0.8,3,218,2,1,0,0,support,low,,4,3
2040,0.52,0.88,3,179,2,1,0,0,support,low,,4,3
2041,0.74,0.58,3,241,3,0,0,0,support,low,,4,3
2042,0.98,0.91,4,240,3,0,0,0,technical,low,,4,3
2043,0.71,0.92,3,202,4,0,0,0,technical,low,,4,3
2044,0.33,0.88,6,260,3,0,0,0,technical,low,,4,3
2045,0.98,0.97,3,196,3,0,0,0,management,low,,4,3
2046,0.52,0.59,2,176,3,1,0,0,IT,low,,4,3
2047,0.84,0.65,2,140,3,0,0,0,IT,low,,4,3
2048,0.87,0.5,3,242,2,0,0,0,IT,low,,4,3
2049,0.48,0.85,3,279,4,0,0,0,IT,low,,4,3
2050,0.58,0.55,4,202,3,0,0,0,IT,medium,,4,3
2051,0.58,0.84,5,228,3,0,0,0,product_mng,medium,,4,3
2052,0.73,0.69,4,171,3,0,0,0,product_mng,medium,,4,3
2053,0.68,0.54,4,153,3,0,0,0,product_mng,medium,,4,3
2054,0.41,0.68,3,165,3,1,0,0,product_mng,medium,,4,3
2055,0.85,0.6,3,182,3,0,0,0,IT,medium,,4,3
2056,0.54,0.7,5,239,5,0,0,0,RandD,medium,,4,3
2057,0.81,0.61,5,231,2,0,0,0,RandD,medium,,4,3
2058,0.7,0.52,4,255,3,0,0,0,RandD,medium,,4,3
2059,0.63,0.66,4,237,2,1,0,0,RandD,medium,,4,3
2060,0.68,0.54,3,251,2,0,0,0,RandD,medium,,4,3
2061,0.7,0.53,4,178,2,0,0,0,marketing,medium,,4,3
2062,0.82,0.65,4,148,3,0,0,0,sales,high,,4,3
2063,0.72,0.94,4,240,4,0,0,0,accounting,low,,4,3
2064,0.77,0.78,3,269,3,0,0,0,support,medium,,4,3
2065,0.86,0.91,4,147,3,0,0,0,technical,medium,,4,3
2066,0.15,0.97,3,198,5,0,0,0,management,medium,,4,3
2067,0.81,0.99,5,143,3,0,0,0,marketing,medium,,4,3
2068,0.93,0.98,3,238,2,0,0,0,marketing,low,,4,3
2069,0.62,0.74,4,213,4,0,0,0,marketing,low,,4,3
2070,0.53,0.81,3,226,3,1,0,0,sales,low,,4,3
2071,0.86,0.99,3,169,2,1,0,0,sales,low,,4,3
2072,0.92,0.65,4,238,2,0,0,0,sales,low,,4,3
2073,0.97,0.83,4,202,3,0,0,0,sales,low,,4,3
2074,0.39,0.78,2,205,6,1,0,0,sales,low,,4,3
2075,0.45,0.66,3,111,4,0,0,0,sales,low,,4,3
2076,0.41,0.47,4,104,3,0,0,0,sales,low,,4,3
2077,0.51,0.69,3,212,3,0,0,0,sales,low,,4,3
2078,0.74,0.62,4,236,4,0,0,0,sales,low,,4,3
2079,0.69,0.57,5,245,2,1,0,0,sales,low,,4,3
2080,0.84,0.64,4,267,4,0,0,0,sales,low,,4,3
2081,0.69,0.66,5,106,5,0,0,0,sales,low,,4,3
2082,0.93,0.53,5,198,3,0,0,0,sales,low,,4,3
2083,0.33,0.45,6,239,3,0,0,0,sales,low,,4,3
2084,0.25,0.65,5,220,3,0,0,0,sales,low,,4,3
2085,0.63,0.59,5,224,3,0,0,0,sales,low,,4,3
2086,0.81,0.62,3,100,3,0,0,0,sales,low,,4,3
2087,0.12,0.87,4,244,5,0,0,0,sales,low,,4,3
2088,0.52,0.66,4,139,3,0,0,0,sales,low,,4,3
2089,0.57,0.51,2,152,2,0,0,0,accounting,medium,,4,3
2090,0.84,0.58,4,208,3,0,0,0,accounting,medium,,4,3
2091,0.6,0.95,5,205,3,0,0,0,accounting,medium,,4,3
2092,0.73,0.44,2,194,6,0,0,0,hr,medium,,4,3
2093,0.2,0.58,3,209,5,0,0,0,hr,medium,,4,3
2094,0.58,0.9,3,212,3,0,0,0,hr,medium,,4,3
2095,0.48,0.56,2,151,3,0,0,0,hr,medium,,4,3
2096,0.54,0.67,4,282,6,0,0,0,technical,medium,,4,3
2097,0.86,1,4,256,3,0,0,0,technical,medium,,4,3
2098,0.94,0.83,2,185,3,1,0,0,technical,medium,,4,3
2099,0.76,0.74,5,132,3,0,0,0,technical,medium,,4,3
2100,0.61,0.95,5,233,3,0,0,0,technical,medium,,4,3
2101,0.56,0.94,4,215,2,0,0,0,technical,high,,4,3
2102,1,0.74,3,220,4,0,0,0,technical,low,,4,3
2103,0.15,0.53,6,222,3,0,0,0,technical,medium,,4,3
2104,0.19,0.58,5,182,2,0,0,0,technical,medium,,4,3
2105,0.17,0.73,5,258,4,0,0,0,technical,medium,,4,3
2106,0.71,0.57,3,209,2,0,0,0,technical,medium,,4,3
2107,0.86,0.79,3,242,2,0,0,0,support,low,,4,3
2108,0.59,0.88,4,155,3,1,0,0,support,low,,4,3
2109,0.74,0.76,5,104,4,0,0,0,support,low,,4,3
2110,0.98,0.92,4,201,3,1,0,0,support,low,,4,3
2111,0.93,0.75,5,143,3,0,0,0,support,low,,4,3
2112,1,0.92,5,161,3,1,0,0,support,low,,4,3
2113,0.59,0.81,4,200,2,0,0,0,support,low,,4,3
2114,0.98,0.55,4,255,2,0,0,0,support,low,,4,3
2115,0.35,0.5,5,227,2,0,0,0,support,low,,4,3
2116,0.42,0.96,3,270,6,0,0,0,support,low,,4,3
2117,0.61,0.85,5,230,3,0,0,0,support,low,,4,3
2118,0.78,0.72,5,270,3,1,0,0,technical,low,,4,3
2119,0.93,0.52,4,200,3,0,0,0,technical,low,,4,3
2120,0.5,0.95,5,207,3,0,0,0,technical,low,,4,3
2121,0.67,0.51,5,182,3,0,0,0,management,low,,4,3
2122,0.75,0.85,4,234,3,0,0,0,IT,low,,4,3
2123,0.79,0.51,4,237,2,0,0,0,IT,low,,4,3
2124,0.84,0.89,4,187,2,1,0,0,IT,low,,4,3
2125,0.72,0.5,3,257,6,0,0,0,IT,low,,4,3
2126,0.57,0.48,2,194,2,0,0,0,IT,low,,4,3
2127,0.73,0.52,4,162,3,0,0,0,product_mng,low,,4,3
2128,0.74,0.58,4,148,2,0,0,0,product_mng,medium,,4,3
2129,0.52,0.83,4,210,2,0,0,0,product_mng,medium,,4,3
2130,0.56,0.76,3,213,2,1,0,0,product_mng,medium,,4,3
2131,0.76,0.68,4,189,2,1,0,0,IT,medium,,4,3
2132,0.82,0.93,4,185,2,0,0,0,RandD,medium,,4,3
2133,0.76,0.83,3,186,2,1,0,0,RandD,medium,,4,3
2134,0.62,0.59,3,128,3,0,0,0,RandD,medium,,4,3
2135,0.48,0.8,4,268,3,0,0,0,RandD,medium,,4,3
2136,0.64,0.77,3,213,3,1,0,0,RandD,medium,,4,3
2137,0.74,0.82,4,142,2,0,0,0,marketing,medium,,4,3
2138,0.52,0.43,2,199,2,0,0,0,sales,medium,,4,3
2139,0.67,0.5,4,157,2,0,0,0,accounting,medium,,4,3
2140,0.71,0.76,5,172,2,1,0,0,support,high,,4,3
2141,0.72,0.63,3,176,3,1,0,0,technical,low,,4,3
2142,0.33,0.58,2,183,2,0,0,0,management,medium,,4,3
2143,0.91,0.56,4,270,2,0,0,0,marketing,medium,,4,3
2144,0.88,0.68,5,157,4,1,0,0,marketing,medium,,4,3
2145,0.96,0.6,4,185,3,0,0,0,marketing,medium,,4,3
2146,0.97,0.68,3,167,3,0,0,0,sales,low,,4,3
2147,0.27,0.59,5,226,5,0,0,0,sales,low,,4,3
2148,0.65,0.64,3,223,4,0,0,0,sales,low,,4,3
2149,0.68,0.73,3,257,3,0,0,0,sales,low,,4,3
2150,0.68,0.46,4,143,3,0,0,0,sales,low,,4,3
2151,0.69,0.74,3,215,2,0,0,0,sales,low,,4,3
2152,0.79,0.99,3,194,4,0,0,0,sales,low,,4,3
2153,0.74,0.92,5,193,3,0,0,0,sales,low,,4,3
2154,0.8,0.83,3,163,3,0,0,0,sales,low,,4,3
2155,0.38,0.94,5,252,5,0,0,0,sales,low,,4,3
2156,0.26,0.83,3,168,3,0,0,0,sales,low,,4,3
2157,0.81,0.86,3,231,3,0,0,0,sales,low,,4,3
2158,0.67,0.54,2,141,2,0,0,0,sales,low,,4,3
2159,0.55,0.81,4,260,2,0,0,0,sales,low,,4,3
2160,0.87,0.71,3,132,2,0,0,0,sales,low,,4,3
2161,0.46,0.69,2,159,2,0,0,0,sales,low,,4,3
2162,0.63,0.57,4,177,3,1,0,0,sales,low,,4,3
2163,0.54,0.96,4,248,3,0,0,0,sales,low,,4,3
2164,1,0.49,3,185,2,0,0,0,sales,low,,4,3
2165,0.97,0.66,4,149,2,0,0,0,accounting,low,,4,3
2166,0.9,0.92,3,152,3,0,0,0,accounting,low,,4,3
2167,0.75,0.7,3,129,3,0,0,0,accounting,medium,,4,3
2168,0.92,0.84,4,208,2,0,0,0,hr,medium,,4,3
2169,0.8,0.94,4,136,2,0,0,0,hr,medium,,4,3
2170,0.57,0.81,3,142,2,0,0,0,hr,medium,,4,3
2171,0.81,0.94,3,225,4,0,0,0,hr,medium,,4,3
2172,0.64,0.6,3,143,3,0,0,0,technical,medium,,4,3
2173,0.71,0.54,4,215,3,0,0,0,technical,medium,,4,3
2174,0.35,0.58,3,229,6,1,0,0,technical,medium,,4,3
2175,0.88,0.81,5,193,5,0,0,0,technical,medium,,4,3
2176,0.13,0.59,5,160,5,0,0,0,technical,medium,,4,3
2177,0.82,0.73,4,195,5,1,0,0,technical,medium,,4,3
2178,0.17,0.92,4,189,2,0,0,0,technical,medium,,4,3
2179,0.21,0.82,4,207,5,0,0,0,technical,high,,4,3
2180,0.89,0.47,4,108,3,0,0,0,technical,low,,4,3
2181,0.2,0.72,6,224,4,0,0,0,technical,medium,,4,3
2182,0.99,0.81,5,180,3,1,0,0,technical,medium,,4,3
2183,0.26,0.85,6,152,4,0,0,0,support,medium,,4,3
2184,0.22,0.53,4,244,2,0,0,0,support,medium,,4,3
2185,0.79,0.84,3,176,3,0,0,0,support,low,,4,3
2186,0.73,0.79,4,145,2,1,0,0,support,low,,4,3
2187,0.83,0.54,3,149,3,0,0,0,support,low,,4,3
2188,0.42,0.54,3,122,4,0,0,0,support,low,,4,3
2189,0.18,0.8,2,110,5,0,0,0,support,low,,4,3
2190,0.92,0.91,4,222,2,0,0,0,support,low,,4,3
2191,0.87,0.52,3,237,3,0,0,0,support,low,,4,3
2192,0.72,0.65,4,224,3,0,0,0,support,low,,4,3
2193,0.64,0.58,5,115,5,0,0,0,support,low,,4,3
2194,1,0.66,4,180,3,0,0,0,technical,low,,4,3
2195,0.83,0.65,4,162,3,0,0,0,technical,low,,4,3
2196,0.98,0.58,4,136,3,0,0,0,technical,low,,4,3
2197,0.7,0.87,3,260,2,0,0,0,management,low,,4,3
2198,0.9,0.79,4,150,2,0,0,0,IT,low,,4,3
2199,0.55,0.99,4,248,3,0,0,0,IT,low,,4,3
2200,0.78,0.84,3,233,3,1,0,0,IT,low,,4,3
2201,0.89,0.53,5,272,3,0,0,0,IT,low,,4,3
2202,0.17,0.59,3,197,5,0,0,0,IT,low,,4,3
2203,0.14,0.64,5,164,5,0,0,0,product_mng,low,,4,3
2204,0.85,0.57,4,216,2,0,0,0,product_mng,low,,4,3
2205,0.84,0.79,4,266,3,1,0,0,product_mng,low,,4,3
2206,0.7,0.69,3,102,4,1,0,0,product_mng,medium,,4,3
2207,0.16,0.98,5,284,5,0,0,0,IT,medium,,4,3
2208,0.51,0.69,3,145,2,1,0,0,RandD,medium,,4,3
2209,0.6,0.89,3,167,4,0,0,0,RandD,medium,,4,3
2210,0.5,0.63,3,172,2,0,0,0,RandD,medium,,4,3
2211,0.43,0.39,5,198,5,0,0,0,RandD,medium,,4,3
2212,0.5,0.7,4,201,4,0,0,0,RandD,medium,,4,3
2213,0.91,0.89,4,197,4,0,0,0,marketing,medium,,4,3
2214,0.65,0.93,4,270,2,0,0,0,sales,medium,,4,3
2215,0.59,0.52,2,149,3,0,0,0,accounting,medium,,4,3
2216,0.89,0.56,3,256,3,0,0,0,support,medium,,4,3
2217,0.97,0.6,3,162,3,0,0,0,technical,medium,,4,3
2218,0.56,0.97,5,163,2,0,0,0,management,high,,4,3
2219,0.76,0.93,3,266,3,1,0,0,marketing,low,,4,3
2220,0.28,0.55,4,208,4,0,0,0,marketing,medium,,4,3
2221,0.75,0.51,4,138,4,0,0,0,marketing,medium,,4,3
2222,0.78,0.81,4,232,3,0,0,0,sales,medium,,4,3
2223,0.26,0.63,6,100,4,0,0,0,sales,medium,,4,3
2224,0.53,0.72,2,172,5,0,0,0,sales,low,,4,3
2225,0.25,0.41,3,133,6,1,0,0,sales,low,,4,3
2226,0.82,0.51,3,234,3,0,0,0,sales,low,,4,3
2227,0.71,0.57,2,183,4,0,0,0,sales,low,,4,3
2228,0.61,0.95,4,174,4,0,0,0,sales,low,,4,3
2229,0.89,0.68,3,175,2,0,0,0,sales,low,,4,3
2230,0.57,0.78,3,109,3,1,0,0,sales,low,,4,3
2231,0.93,0.8,4,248,3,0,0,0,sales,low,,4,3
2232,0.61,0.84,5,104,4,0,0,0,sales,low,,4,3
2233,0.56,0.62,3,154,2,0,0,0,sales,low,,4,3
2234,0.7,0.89,6,214,2,0,0,0,sales,low,,4,3
2235,0.9,0.64,4,209,4,0,0,0,sales,low,,4,3
2236,0.15,0.74,6,212,2,0,0,0,sales,low,,4,3
2237,0.39,0.36,3,168,3,1,0,0,sales,low,,4,3
2238,0.74,0.72,4,176,3,0,0,0,sales,low,,4,3
2239,0.7,0.61,4,163,4,1,0,0,sales,low,,4,3
2240,0.72,0.93,4,148,2,0,0,0,sales,low,,4,3
2241,0.61,0.97,3,137,3,0,0,0,accounting,low,,4,3
2242,0.96,1,5,162,3,0,0,0,accounting,low,,4,3
2243,0.7,0.59,4,216,3,0,0,0,accounting,low,,4,3
2244,0.92,0.49,3,240,2,0,0,0,hr,low,,4,3
2245,0.72,0.56,4,176,2,0,0,0,hr,medium,,4,3
2246,0.53,0.75,6,192,6,0,0,0,hr,medium,,4,3
2247,0.67,0.85,3,160,4,0,0,0,hr,medium,,4,3
2248,0.78,0.8,4,194,2,1,0,0,technical,medium,,4,3
2249,0.53,0.75,4,239,2,1,0,0,technical,medium,,4,3
2250,0.9,0.48,4,204,3,0,0,0,technical,medium,,4,3
2251,0.16,0.9,5,258,3,0,0,0,technical,medium,,4,3
2252,0.62,0.38,3,257,3,0,0,0,technical,medium,,4,3
2253,0.62,0.98,4,137,3,0,0,0,technical,medium,,4,3
2254,0.22,0.52,6,175,4,0,0,0,technical,medium,,4,3
2255,0.91,0.82,3,183,3,0,0,0,technical,medium,,4,3
2256,0.87,0.74,4,190,4,0,0,0,technical,medium,,4,3
2257,0.95,0.69,3,225,2,0,0,0,technical,high,,4,3
2258,0.99,0.75,3,215,3,0,0,0,technical,low,,4,3
2259,0.99,0.57,3,176,4,1,0,0,support,medium,,4,3
2260,0.77,0.99,4,153,3,1,0,0,support,medium,,4,3
2261,0.75,0.68,3,150,2,1,0,0,support,medium,,4,3
2262,0.83,0.54,4,259,5,0,0,0,support,medium,,4,3
2263,0.61,0.39,3,99,2,0,0,0,support,low,,4,3
2264,0.91,0.97,3,167,2,0,0,0,support,low,,4,3
2265,0.47,0.64,3,192,3,0,0,0,support,low,,4,3
2266,0.77,0.61,5,146,3,0,0,0,support,low,,4,3
2267,0.55,0.51,3,190,3,0,0,0,support,low,,4,3
2268,0.32,0.48,5,246,3,0,0,0,support,low,,4,3
2269,0.96,0.67,6,190,3,0,0,0,support,low,,4,3
2270,0.72,0.79,5,260,2,0,0,0,technical,low,,4,3
2271,0.8,0.9,4,136,3,0,0,0,technical,low,,4,3
2272,0.61,0.55,4,231,3,0,0,0,technical,low,,4,3
2273,0.97,0.88,3,204,2,0,0,0,management,low,,4,3
2274,0.63,0.93,4,201,3,0,0,0,IT,low,,4,3
2275,0.92,0.92,3,159,3,0,0,0,IT,low,,4,3
2276,0.94,0.74,5,171,3,0,0,0,IT,low,,4,3
2277,0.79,0.72,6,240,4,0,0,0,IT,low,,4,3
2278,0.75,0.73,2,152,4,0,0,0,IT,low,,4,3
2279,0.78,0.99,3,151,3,1,0,0,product_mng,low,,4,3
2280,0.96,0.45,6,232,2,1,0,0,product_mng,low,,4,3
2281,0.65,0.68,4,128,5,0,0,0,product_mng,low,,4,3
2282,0.18,0.94,3,187,6,1,0,0,product_mng,low,,4,3
2283,0.94,0.51,3,160,2,0,0,0,IT,low,,4,3
2284,0.84,0.79,4,259,3,0,0,0,RandD,medium,,4,3
2285,0.67,0.54,2,136,2,0,0,0,RandD,medium,,4,3
2286,0.71,0.5,4,253,3,0,0,0,RandD,medium,,4,3
2287,0.56,0.64,3,260,3,0,0,0,RandD,medium,,4,3
2288,0.29,0.56,5,231,6,0,0,0,RandD,medium,,4,3
2289,0.47,0.9,3,101,2,1,0,0,marketing,medium,,4,3
2290,0.4,0.69,2,174,3,0,0,0,sales,medium,,4,3
2291,0.81,0.82,4,167,2,0,0,0,accounting,medium,,4,3
2292,0.96,0.99,3,148,3,0,0,0,support,medium,,4,3
2293,0.99,0.75,6,139,5,1,0,0,technical,medium,,4,3
2294,0.75,0.77,4,136,3,0,0,0,management,medium,,4,3
2295,0.75,0.74,4,153,2,0,0,0,marketing,medium,,4,3
2296,1,0.86,4,161,2,0,0,0,marketing,high,,4,3
2297,0.52,0.53,2,163,2,0,0,0,marketing,low,,4,3
2298,0.98,0.74,3,164,3,0,0,0,sales,medium,,4,3
2299,0.6,0.64,2,137,5,0,0,0,sales,medium,,4,3
2300,0.38,0.44,3,137,3,0,0,0,sales,medium,,4,3
2301,0.51,0.41,6,106,5,0,0,0,sales,medium,,4,3
2302,0.91,0.61,2,272,2,0,0,0,sales,low,,4,3
2303,0.56,0.62,5,238,3,0,0,0,sales,low,,4,3
2304,0.58,0.69,4,223,4,0,0,0,sales,low,,4,3
2305,0.51,0.53,3,201,2,0,0,0,sales,low,,4,3
2306,0.91,0.55,6,97,4,0,0,0,sales,low,,4,3
2307,0.8,0.98,2,232,6,1,0,0,sales,low,,4,3
2308,0.55,0.83,4,199,3,0,0,0,sales,low,,4,3
2309,0.62,0.53,3,141,3,0,0,0,sales,low,,4,3
2310,0.62,0.6,3,171,2,0,0,0,sales,low,,4,3
2311,0.87,0.58,4,212,3,0,0,0,sales,low,,4,3
2312,0.65,0.5,5,270,2,0,0,0,sales,low,,4,3
2313,0.51,0.64,3,267,2,0,0,0,sales,low,,4,3
2314,0.98,0.77,3,134,2,1,0,0,sales,low,,4,3
2315,0.13,0.43,4,165,5,0,0,0,sales,low,,4,3
2316,0.78,0.76,5,168,4,1,0,0,sales,low,,4,3
2317,0.6,0.98,3,262,2,0,0,0,accounting,low,,4,3
2318,0.68,0.69,3,185,2,0,0,0,accounting,low,,4,3
2319,0.55,0.84,3,237,3,0,0,0,accounting,low,,4,3
2320,0.99,0.79,4,192,3,0,0,0,hr,low,,4,3
2321,0.92,0.68,5,236,2,0,0,0,hr,low,,4,3
