ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,IT,RandD,accounting,hr,management,marketing,product_mng,sales,support,technical,high,low,medium,left
7898,0.78,0.87,4,178,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7899,0.97,0.77,4,208,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7900,0.51,0.76,3,256,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7901,0.56,0.71,5,243,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7902,0.87,0.55,3,233,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7903,0.64,0.78,5,200,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7904,0.6,0.85,2,226,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7905,0.9,0.76,2,150,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7906,0.54,0.62,2,141,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7907,0.23,0.8,5,139,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7908,0.8,0.81,3,199,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7909,0.23,0.78,4,154,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7910,0.81,0.51,3,247,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7911,0.35,0.6,5,239,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7912,0.67,0.8,4,137,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7913,0.46,0.6,4,119,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7914,0.84,0.98,4,134,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7915,0.92,0.79,3,243,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7916,0.75,0.93,5,210,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7917,0.7,0.57,4,265,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7918,0.7,0.75,4,204,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7919,0.9,0.81,6,273,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7920,0.8,1,3,177,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7921,0.5,0.65,5,285,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7922,0.84,0.72,4,222,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7923,0.48,0.94,3,185,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7924,0.98,0.87,5,151,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7925,0.64,0.96,3,109,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7926,0.58,0.53,4,192,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7927,0.66,0.89,4,139,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7928,0.76,0.98,4,191,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7929,0.32,0.42,6,114,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7930,0.49,0.87,3,212,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7931,0.81,0.51,3,162,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7932,0.42,0.48,5,191,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7933,0.17,0.85,3,234,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7934,0.49,0.59,4,265,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7935,0.34,0.69,6,283,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7936,0.86,0.81,3,232,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7937,0.51,0.71,4,208,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7938,0.49,0.99,4,258,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7939,0.49,0.63,3,175,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7940,0.51,0.59,3,238,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7941,0.64,0.52,3,166,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7942,0.62,0.85,4,225,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7943,0.81,0.52,4,221,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7944,0.95,0.57,2,263,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7945,0.88,0.66,4,218,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7946,0.87,0.68,5,236,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7947,0.73,0.68,5,133,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7948,0.98,0.73,2,237,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7949,0.77,0.48,3,204,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7950,0.76,0.99,3,166,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7951,0.21,0.93,4,189,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7952,0.72,0.63,4,251,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7953,0.41,0.56,2,121,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7954,0.9,0.56,3,149,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7955,0.96,0.9,5,198,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7956,0.61,0.48,4,163,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7957,0.6,0.8,4,222,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7958,0.5,0.76,2,107,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7959,0.79,0.61,4,162,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7960,0.32,0.69,6,192,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7961,0.85,0.59,5,236,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7962,0.9,0.62,5,225,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7963,0.74,0.54,4,167,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7964,0.21,0.76,6,219,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7965,0.91,0.61,3,255,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7966,0.9,0.66,5,137,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7967,0.74,0.99,4,193,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7968,0.76,0.75,3,239,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7969,0.45,0.61,5,179,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7970,0.73,0.63,3,205,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7971,0.6,0.73,3,140,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7972,0.8,0.77,5,256,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7973,0.53,0.7,4,243,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7974,0.97,0.63,5,163,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7975,0.64,0.99,3,167,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7976,0.92,0.59,4,190,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7977,0.6,0.57,5,145,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7978,1,0.6,4,265,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7979,0.69,0.63,4,272,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7980,0.53,0.45,5,140,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7981,0.63,0.58,4,236,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7982,0.57,0.89,4,255,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7983,0.79,0.45,5,131,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7984,0.68,0.92,4,209,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7985,0.56,0.61,3,250,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7986,0.48,0.51,3,201,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7987,0.59,0.67,4,271,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7988,0.34,0.76,6,237,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7989,0.98,0.87,3,239,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7990,0.36,0.45,2,135,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7991,0.6,0.58,2,182,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7992,0.24,0.54,6,193,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7993,0.67,0.72,4,192,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7994,0.17,0.6,5,144,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7995,0.57,0.58,3,251,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7996,0.7,0.85,3,161,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7997,0.73,0.62,3,171,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7998,0.61,0.86,4,153,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7999,0.95,0.96,4,161,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8000,0.85,0.55,3,226,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8001,0.72,0.9,3,193,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8002,0.84,0.66,4,204,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8003,0.57,0.47,2,158,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8004,0.69,0.69,3,236,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8005,0.57,0.68,4,191,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8006,0.52,0.59,6,104,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8007,0.56,0.55,3,245,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8008,0.75,0.74,3,186,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8009,0.98,0.75,5,168,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8010,0.48,0.55,4,262,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8011,0.35,0.67,2,116,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8012,0.66,0.93,4,187,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8013,0.79,0.9,5,184,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8014,0.86,0.53,4,155,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8015,0.88,1,5,190,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8016,0.83,0.64,3,242,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8017,0.8,0.64,5,204,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8018,0.64,0.69,4,232,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8019,0.72,0.59,4,245,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8020,0.67,0.61,3,251,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8021,0.75,0.7,4,179,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8022,0.65,0.95,4,153,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8023,0.98,0.98,5,210,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8024,0.68,0.8,2,257,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8025,0.52,0.37,3,137,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8026,0.68,0.93,4,179,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8027,0.92,0.74,4,213,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8028,0.86,0.79,3,106,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8029,0.5,0.99,4,272,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8030,0.35,0.37,4,153,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8031,0.76,0.97,5,172,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8032,0.66,0.95,4,224,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8033,0.58,0.71,3,230,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8034,0.55,0.97,4,222,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8035,0.9,0.53,3,270,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8036,0.75,0.71,4,205,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8037,0.9,0.63,4,134,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8038,0.14,0.54,5,275,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8039,0.86,0.57,4,183,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8040,0.56,0.84,4,143,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8041,0.54,0.63,5,259,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8042,0.36,0.8,5,186,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8043,0.82,0.59,3,155,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8044,0.49,0.42,2,266,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8045,0.77,0.97,3,215,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8046,0.64,0.83,4,179,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8047,0.93,0.53,3,217,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8048,0.96,0.94,5,235,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8049,0.6,0.97,3,164,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8050,0.58,0.55,3,178,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8051,0.52,0.49,5,170,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8052,0.74,0.79,5,241,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8053,0.64,0.99,4,222,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8054,0.93,0.59,3,233,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8055,0.76,0.49,5,243,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8056,0.5,0.54,4,175,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8057,0.79,0.55,4,266,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8058,0.97,0.95,5,201,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8059,0.6,0.49,5,259,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8060,0.84,0.73,5,105,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8061,0.75,0.99,5,189,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8062,0.24,0.91,4,232,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8063,0.24,0.91,5,258,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8064,0.51,0.58,5,173,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8065,0.5,0.88,4,147,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8066,0.66,0.36,3,256,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8067,0.97,0.77,3,206,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8068,0.61,0.5,4,175,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8069,0.77,0.49,4,274,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8070,0.74,0.64,3,229,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8071,0.92,0.98,4,161,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8072,0.78,0.99,2,188,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8073,0.56,0.57,3,205,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8074,0.82,0.63,3,246,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8075,0.26,0.98,5,161,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8076,0.69,0.85,5,246,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8077,0.78,0.83,4,158,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8078,0.67,0.86,3,175,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8079,0.77,0.91,5,268,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8080,0.8,0.63,4,211,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8081,0.51,0.51,3,274,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8082,0.77,0.52,4,241,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8083,0.65,0.71,3,170,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8084,0.58,0.53,3,287,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8085,0.67,0.39,2,235,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8086,0.33,0.39,3,98,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8087,0.78,0.66,6,105,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8088,0.58,0.83,3,226,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8089,0.63,0.59,4,171,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8090,0.63,0.51,4,153,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8091,0.59,0.55,3,183,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8092,0.6,0.9,5,139,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8093,0.93,0.9,5,210,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8094,0.78,0.77,2,177,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8095,0.65,0.6,3,148,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8096,1,0.61,4,198,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8097,0.96,1,3,137,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8098,0.54,0.97,5,233,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8099,0.98,0.69,2,204,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8100,0.34,0.59,2,164,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8101,0.71,0.53,5,162,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8102,0.64,0.64,3,180,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8103,0.71,0.93,2,199,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8104,0.58,0.63,4,190,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8105,0.87,0.96,4,151,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8106,0.58,0.85,4,162,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8107,0.87,0.67,3,139,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8108,0.72,0.86,3,231,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8109,0.67,0.83,5,269,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8110,0.53,0.97,4,249,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8111,0.78,0.61,3,148,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8112,0.19,0.63,4,233,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8113,1,0.88,4,240,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8114,0.75,0.75,5,229,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8115,0.29,0.66,3,256,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8116,0.37,0.7,2,188,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8117,0.78,0.5,3,167,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8118,0.24,0.64,5,190,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8119,0.49,0.7,4,168,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8120,0.18,0.64,6,154,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8121,0.76,0.85,4,135,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8122,0.5,0.97,4,217,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8123,0.82,0.94,3,253,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8124,0.97,0.94,3,180,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8125,0.72,0.9,4,225,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8126,0.98,0.64,4,134,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8127,0.76,0.73,3,192,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8128,0.72,0.88,3,224,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8129,0.96,0.91,3,260,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8130,0.62,0.78,3,178,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8131,0.25,0.98,4,166,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8132,0.82,0.56,5,180,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8133,0.59,0.9,3,189,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8134,0.94,0.73,3,154,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8135,0.72,0.88,3,236,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8136,0.53,0.78,5,198,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8137,0.67,0.83,3,148,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8138,0.99,0.52,4,205,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8139,0.64,0.53,4,133,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8140,0.61,0.57,4,160,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8141,0.89,0.85,4,201,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8142,0.61,0.7,5,157,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8143,0.9,0.74,3,260,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8144,0.96,0.51,5,152,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8145,0.62,0.55,4,218,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8146,0.89,0.57,3,252,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8147,0.52,0.67,4,216,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8148,0.66,0.99,3,183,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8149,0.96,0.6,5,269,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8150,0.95,0.89,5,132,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8151,0.75,0.98,4,170,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8152,0.39,0.87,5,257,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8153,0.93,0.69,3,138,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8154,0.44,0.54,3,115,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8155,0.9,0.67,3,165,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8156,0.75,0.81,3,214,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8157,0.45,0.75,2,246,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8158,0.42,0.6,2,188,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8159,0.99,0.82,3,255,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8160,0.89,0.91,4,190,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8161,0.96,0.9,4,164,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8162,0.5,0.46,3,165,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8163,0.59,0.59,3,141,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8164,0.57,0.69,3,154,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8165,1,0.87,3,165,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8166,0.6,0.59,5,266,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8167,0.21,0.85,6,235,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8168,0.63,0.83,4,159,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8169,0.8,0.82,3,218,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8170,0.51,0.96,3,149,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8171,0.89,0.96,5,239,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8172,0.83,0.58,4,225,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8173,0.77,0.74,6,247,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8174,0.79,0.99,4,183,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8175,0.63,0.85,5,214,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8176,0.68,0.48,5,113,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8177,0.74,0.69,4,244,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8178,0.49,0.67,6,286,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8179,0.46,0.55,3,139,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8180,0.9,0.91,5,176,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8181,0.7,0.67,5,136,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
